review_profilename,user_encoded
Hayyan,3225
George24,2922
rsawyer,16416
maestrotmbg,14084
FSUmac,2637
LivinTheBrews,4469
Dogfishipas,2259
beernut,8701
beerkittycat,8678
mayor55,14300
chileman13,9827
Deconstructionis,2150
Scojo2usa,6327
BrewerMike,1288
HopeinHop,3388
sbw138,16597
spoots,17219
scaaven,16599
kyleec,13720
Priam,5733
beerking1,8676
FreeTibet,2784
eatdrinknbmerry,11052
marc956,14151
nycjag,15345
mikejo,14562
gwood,11970
SV650TN,6230
Mryup,5066
Durk,2417
nbrown,15080
Irishfamilyboy,3611
hermes01,12092
PJC,5460
Sleestak,6559
mon0x1d3,14771
cciesiel,9673
brian420,9333
pemulis,15658
HopCrazy,3345
session1979,16769
epearson,11211
reg,16157
xgabe,18641
beerhermit,8661
voidmyrules,18327
MoBitter,4956
BurnsTau,1442
indy169,12414
logmacschlog15,13944
gmw,11755
bayougutter,8503
HeightsEats,3245
TylerPrichard,7415
beerstallion,8723
Cakanator,1531
coati858,10008
tpet96,17998
chupacabra,9891
Kenshin,4171
studentofbeer,17413
PossumJenkins,5721
skybluewater,16987
Turbohio,7397
MondoMan,4966
Onceeven,5378
andyo,8183
psyco1,15945
tar,17557
slushthelush,17040
jonB,13100
HopHeadMoe,3362
DagFishHead,2026
Rob6852,6034
BigHead,998
cyberstout,10252
alittlehazy,8085
DerKaiser,2172
jward,13318
rockdick,16343
Prost,5749
hyuga,12298
beerinmorning,8667
Oldscramch,5365
liquidsunshine,13905
RossCain,6093
dhowe,10626
abrethanson,7876
brewdub17,9280
scelesti,16611
ccampo,9668
swede96,17500
Roofieweizen,6086
HuppMJH,3459
shredsofautumn,16875
shambeano,16805
keith712,13448
WOTO97,7576
pauljmccain,15600
ironbike1,12470
LeoPanna,4400
Pjev11,5660
joeldp144,13035
bebbcorp,8572
fattire513,11355
wise456,18534
gpzhumphrey,11838
bpbieste,9201
McDosey,4788
reallyhoppie,16121
boldcity2008,9140
PretzelsNBeer,5732
electricfields,11147
rashbash22,16071
jskoog,13232
johnnytfresh245,13086
Scrapss,6344
mambiso1123,14124
MaineBirdMan,4656
mgabrielayersu,14473
rhodamine,16210
HopHeadHerman,3357
Britton,1349
BrewsCrewSA,1311
jkbusman,12911
BierBreath305,956
BMW328IS,560
dsprainman,10951
Boehemyth,1154
Colt4540,1803
spurr,17228
interrogatrix,12437
stephenjmoore,17317
Rangerator,5863
ItMakesMeHappy,3619
kdales77,13419
againes,7962
toutaboutstout,17992
AshevilleSippin,461
mstrudle,14917
SpencerT,6658
ccolumbus1977,9676
Ig0r,3532
assmasterson,8301
sureshot08,17474
JArami,3638
Sconnie,6328
Steppenwccr,6730
Night,5237
tbone53,17593
irishtimepiece,12464
mcarroll10177,14329
custardcb,10229
pwi03,15979
quikfish13,16002
geographie,11672
Steve188821,6732
rawhydes,16087
philberinghele,15717
LSUDranker,4320
oldbarrel,15396
PunkyBrewmeister,5774
jubnat,13279
arnulfooxblood,8276
jkanavel,12908
dblinkhorn,10460
wolffman17,18564
amw315,8153
chrisms86,9866
beertastegood,8726
joeyels,13050
abgba121,7870
phlaptaylor,15745
jwff,13321
bossmanjg,9177
musingmonkey,14973
jnelson54,12997
grindcore666,11902
naderator55,15034
CBenn,1470
Bleedingshrimp,1098
pnkermiz,15840
senorton,16760
robrobrob,16338
cktison,9931
Matthias726,4756
BrewMonkey,1275
kush6875,13708
toreysan,17989
Haggard,3157
kralmatej,13657
AlleywayRover,332
beancounter,8555
mrbeery,14853
AllHoppedUp84,329
ConchobarNessa,1813
DaveWhite,2118
20ozmonkey,42
smorris291,17083
sdmrtn,16716
foxbat2500,11498
samyoung,16552
FrothyBeverage,2801
Pardishcreel,5508
harlanhu28,12015
18alpha,31
johnwarne,13094
Duttonic,2426
zebco,18780
rwinzing,16476
HopHeadJim,3359
deruiz10,10577
AGDMainer,157
NahpunGnome,5163
pge17,15695
brianh78,9339
8Punisher8,125
ledemie,13816
pd360,15634
ipazilla,12449
Slats,6556
wd40,18421
Celt44,1618
rawhydes1,16088
ChrisBakken,1712
sls0210,17036
CheckMate,1669
JohnPecod,3952
thrak,17838
beerogre,8704
markskar,14180
sklinger990,16977
jpinkard,13168
dwennis,11020
thebeeve,17722
MEsoJD,4574
hopstorm,12230
Brewnami,1305
Ell,2520
TKEAnimal,6906
knightred,13617
Guzzler78,3130
toweringpoo,17993
davedahl,10406
TCog,6886
haggard1,11982
TonyT,7301
hippityhophead24,12121
EazyR,2471
dwalters,11011
SiriusAth,6516
jsgpu90,13222
bv74550p,9503
wizzle,18543
FSU5385,2635
beermebeerman,8697
slammo,17000
tjfontaine,17907
boyessen,9196
Troy518,7369
therealmcclurg,17791
mattp,14269
kevinglin,13497
bobquick,9123
ajkmetron,8001
CountJustinian,1840
SFGuy187,6190
qdeguchy,15988
kyleelton,13721
waterintobeer,18398
Lantern,4357
mizzourah,14644
necrat,15105
guild337,11938
MickeyHops,4870
TehAnkh,6991
dougfir,10822
user0317,18230
Aeneid,248
rebelthrower,16126
ExplosivoSR,2609
roscoehnj,16384
CascadeFan,1593
rgore,16203
jamesdantes13,12560
Bills453,1042
heapofaoatmeal,12057
mattffrost,14251
desertbronze,10581
Birmingham,1057
SaintArnold,6246
cowens22,10097
FrndthDuvel,2794
wapack,18381
midworken,14532
goldeneye,11789
TRIFECTA,6923
simonjohansson,16912
dustinjkline,10997
hopper333,12210
Ryan805Beer,6145
JdRotten,3812
BearsWin,705
MtGoat,5072
TheEremite,7087
Hoopster4hire,3338
Edgecrusher,2480
pacothrash,15528
KBC1,4067
npotratz,15303
Ghostface,2934
lantern1977,13767
Corey82,1830
yzer,18745
Bobikel,1147
Pudge43,5770
soundhole,17156
jeremy13586,12785
cfh64,9714
bradsmithjr,9219
pattyhopp,15591
DukeofAle,2402
robg2251,16326
bierSnob,8848
zseeanz,18822
chefboy812,9785
EdwardTeach,2483
barronkr,8475
michaeld23,14507
GODofALL,2846
satowns,16575
jph424,13167
Arbitrationer,418
dac,10285
ChrisBuster,1714
bigsilky,8930
graveRacker,11858
ImperialAndy,3556
mistermonkey,14631
thisisbigrob,17826
mochops,14755
TheClassical,7063
frankbro,11508
eepopporkahah,11109
hawksfan82,12036
balconybrew,8427
uiplanner,18184
LibertyTurns,4427
johnnydollar,13080
myhair,15009
djsmith1174,10703
humuluslupulus8,12275
hotliquor,12243
ragekage23,16029
MistaC,4935
TVScientist,6927
rickcampie,16228
iowaero,12443
strangefate,17394
patreely12,15579
astronaut888,8307
bgraney,8835
BlackJeremiah,1079
StoneyDoc,6767
xzqrut,18678
spaceranger,17174
Rickery,5996
batman1935,8493
rokoch27,16367
WinstonSmith,7707
Herrless,3264
NVbeer,5149
Jcdolan,3811
SMF,6205
jamesdergen,12561
superdavex,17458
dem,10559
Dicahomebrewing,2199
Optimat0r,5396
BeerTitan,835
gdrakeman,11649
leadguit1,13805
Reimtime,5945
EK33,2443
bmo56,9081
iabeerbaron,12312
monkeybutler,14780
ABV,144
revwib,16191
BassBone,667
Holyterror,3318
Krovtar,4277
Spadoof,6645
OhYesILoveBeer,5345
board45,9098
travolta,18024
paulyrimz,15608
pikemark,15764
scriabin,16697
StoutRugger,6782
imblane,12390
IrishMike,3605
amsterdamaged,8150
CVC,1520
TheCommonwealth,7064
breathinblue,9242
xforce,18640
brewer27513,9283
Metalmoon,4845
casualone,9628
matyp99,14286
SkinneeNate,6539
spaceboy,17170
BittRnessabounds,1060
draknurd,10858
Hugerat,3449
CrescentFresh,1884
AlbertF,285
pio,15778
moki,14767
gflo77,11693
NotBlonde,5288
gnaussea,11759
Plokhooy,5671
Elemental,2511
Dantes,2074
pmcgill10,15829
Ricjaywhit,5990
CSimon,1515
croct,10166
FirkinDave,2702
vitriola,18320
mo197,14747
sprinkle,17224
CampbellKe11,1542
neilgavigan,15117
atate,8309
CZeman,1523
TIAAN,6897
metaltec15,14454
HighCotton,3278
jdanoff,12707
unclemorgan,18205
BeerEngineer89,764
mastodonj,14222
nboris827,15077
rijanyoung,16250
thatsfine,17702
mafiasentinel21,14086
eslemarc,11248
Berticus,937
alexAK,8064
Leftfield00,4386
Hoser77,3436
Robertgc,6045
jbriggs7036,12666
Corndork2,1831
lph0911,13994
mrbosworth,14854
HerrBob,3260
ohoh,15386
brewnickbrew,9308
milkbaby9,14591
Jiggamyte,3880
imwalle,12404
FlyingRabbit,2741
opus111,15460
jpittman80,13170
BrianOhio,1333
carwreCk,9615
jas0n50,12587
jwillcourt,13328
jcm8756,12689
Shamgar,6416
TheDreadnought,7079
cld253,9951
stickynotes,17346
MNFirefly,4592
Alf7247,319
darthmiles,10386
BeerMasterD,799
Ricelikesbeer,5982
Buckmaister,1404
polygman,15858
FoodBlog,2751
marksweiner,14182
jesperm,12803
linnet,13893
chrhowe,9847
DookDrinkyCrow,2281
oldpinecone,15404
jackofclubs,12524
TheRowan,7150
pandashaver,15547
cadenwhitaker,9534
Sleepisforthewik,6557
Rainne,5847
Eramen,2554
brewmaster411,9302
BlackBeerPirate,1075
drummstikk,10931
ShareANevada,6425
mhowell,14498
stevef,17330
ClanKenneally,1757
isaacpopp,12476
BrewMan82,1269
WSPWeasel,7581
gonzogrover,11801
nklatt,15230
brewballer,9264
UconnHusky,7441
shoduke,16857
MookieMoo,4982
bfflo,8823
tealeaf,17620
maxk,14295
Jra1985,4020
hyprlt,12297
whisperjet,18479
Fyourface316,2821
dsartwell72,10944
chickenandrice,9815
ryno09,16501
7thInningSuds,116
ShwarzAl3r,6467
alcurtsinger,8041
stoptime,17378
gloobygloob,11746
esv,11254
papollo,15555
dogfishhead1117,10762
ChugsMugs,1743
MS2k,4603
RievyRW,6004
curty42082,10228
BeerBobWFM,743
mmr012100,14729
Schwarz04,6322
squilky,17237
U4ic,7420
luvbeer,14026
dfolmste,10604
hophead4,12193
mayorwalda,14301
dwpiercetx,11024
alarusse,8032
oldfashioned,15398
memphischas,14433
ClashmoreMike,1761
cjohnson,9921
BeerMe82,802
grumpygerman,11922
Popkorn615,5702
Kingdom4aPint,4222
sarjim51,16568
getch,11688
thirg,17822
dvaughn78,11005
beckscrusader420,8577
buckeyebing,9438
Bugman,1422
Riggo,6007
TheWhaleShark,7177
Niziekiel,5252
ctbeggs5,10198
dodgestratus,10755
Fuller,2809
goldenflake,11790
emilmuzz,11184
dylanmiller,11029
hyped83,12296
dragonofblood,10855
raffy313,16027
BignJames,1029
davelindquist,10408
BlueLawyer,1117
mitchfor3,14635
binkman,8958
doubleshovels,10820
MaGno,4615
ufoisgood,18178
audiojon,8336
skwee,16986
gus,11961
hojuwestlake,12148
GQGeek81,2852
Bcant,683
VinylHanger,7538
MonkeymooTJ,4972
Caesar1pup,1528
oval,15507
axisjones,8378
Rio,6012
wasso,18394
HoopTime,3336
Salpta,6253
afatty,7946
DPMomutant,1991
bigjohn,8907
BeerMansGirl,795
dwarbi,11012
BrianOfMayberry,1332
FrankenBeerStein,2777
audiodav,8335
codynevels,10018
gpatt55,11832
tekn0ph1sh,17642
JesteR14,3870
BMasi,563
CEversole,1479
culver501,10219
cmaloy,9986
BogusOwnz,1159
scorched,16663
hrmhrm,12256
fredferrell,11520
WildTurkey,7685
rattleweed,16082
AnalogReigns,364
setexascustoms,16772
djwilson,10706
BricksandPorter,1342
RichieS2,5988
Veejer,7508
loftisCT,13940
cbgVT,9644
redfire89,16135
gravytrain,11859
RickKrumenacker,5993
carsonplunkett,9610
barleypopmaker,8458
lweaver18240,14030
pbj0069,15625
HOPOLOGIST,3144
ATGHomebrewer,181
1121987.0,15
JoshuaJ,4010
Polycarp,5688
CharmCityCrab,1660
miket163,14580
Chuggs,1740
Foolmonkey,2754
beerdrinker4life,8631
SunDevilBeer,6823
aschwab,8291
BeerBishop,741
BanditoB,622
cj2002,9910
scubahood,16701
mhaugan,14488
marjenmiller,14166
MrPhield,5050
AmishT,358
TeddyBG,6986
dataskatt,10398
daforrds,10292
chicagobill13,9811
MirImage,4926
ShadowRunner,6409
rking,16280
dragonglen,10854
thesoup,17802
harris020106,12021
saxsays879,16584
Validus,7493
justinjj1280,13306
lolo317,13949
Lancer211,4348
stodbrew,17362
mattkoon,14264
LTS,4323
coy,10098
Fieldzy27,2681
ZDub,7791
TonyVic,7302
sillajw0,16903
papaloukas,15551
ncfrey,15086
sadie23,16521
EvilGnome6,2594
Beerfayce,858
teetee523,17634
Impfan,3559
Rustoleum,6133
HopJ,3374
wcuberos,18419
zadams1,18759
cgmees,9724
Musition12,5109
Zaplt,7802
n1ckels,15027
nelson4,15122
Smokee,6583
JerryBullfrog,3849
Rsobotka,6106
Vancoubeer,7497
DirtybeerguyRI,2221
Stoicfc,6759
FollowedMyFolly,2750
Vineyardselite,7534
HipHop5,3287
amccormi,8132
Ipatsfans,3597
sniper061,17101
Sheepdog,6435
hodgsongreg,12140
Jazz1,3803
BrlyHpsWtrYst,1350
brownwu,9384
aptea110,8237
turboge,18105
gusdabrew,11962
RichScherle,5984
NotACommunist,5287
diomz88,10660
joshrosborne,13144
pezfiend,15690
pjs234,15797
hdog09,12051
heterotopia,12096
iPaleAle,12308
ferb99,11382
brianandpiper,9336
Bludgeon,1111
frognot,11541
Pipmeister,5647
trubeernick,18068
breyton490,9330
swierczt,17511
STEELERJIMMY34,6225
gfthree7,11697
hopshopshops,12227
mttaylor1066,14937
CourteManche,1844
Eschulz91,2571
excal,11291
somabeer,17128
rzor,16508
dhvnu,10627
philippehb,15724
bobfinkenaur,9110
denmah,10567
singlebarrel,16917
PangaeaBeerFood,5496
aibkstaff,7982
wesl56,18450
chuke,9888
coldwarkid,10027
xenolithic,18634
plasma,15807
Lothar666,4511
claykeller,9943
Hoppy27,3401
DylanEllis,2431
bshirley,9417
BigDank,992
drunkboxer1,10936
IPALOVER,3493
Dspohn,2379
drummerben,10928
haver,12033
theBubba,17709
TheChauffeur1,7062
micb,14504
Chapter40z,1648
kittylitter,13569
scofielj,16651
drlumps62,10904
strata39,17396
deliriumfest,10553
beyah,8822
nrs207,15313
Willamette,7690
GWaters,2858
MarzenMan,4731
bigdrewsmoove,8891
robmorris31,16332
tzchandler,18154
pbouley,15629
Stro23m,6803
PonyBar,5691
beersheppard,8721
greggerino,11887
TeamSeabass,6979
IPhantom,3503
sgtaxt,16793
SpecsBEERMAN,6654
mannish,14138
positiverpr,15885
Lemmiwinks,4395
dojobrewco,10769
Jedimaster1,3820
happybear,12009
hopman333,12207
BaltimoreMike,612
PaulAD,5530
Topher78,7306
Brillig,1344
Reino,5947
beabear,8543
DrunkenMaster,2375
travloh,18023
BeerGut4Life,774
Sponan,6672
melmoth100,14428
flowerysong,11452
dudeandhisrug,10972
TBoner,6880
livedrinkbeer,13920
sgraham4,16791
LeonTrotsky,4404
starke12,17277
timmy2b,17878
NDPDuke,5128
AllthekingsMen,334
ByTor2112,1459
beeritron,8672
dirtsocks,10667
xpatriate,18652
Wikipeteia,7681
scherbi,16619
OtisinAZ,5420
fobeer,11473
ekfinn,11138
cordelia3310,10072
tanarm,17547
bdnyed,8538
reillybeer,16166
orangedive,15464
LeeryLeprechaun,4384
buzzworthy,9502
mat5175,14224
Black7Blue,1072
Dools9,2282
Maerzen,4641
debaniel,10523
onechordwonder,15431
quincyships,16003
TheDayIsMine,7071
ipa7djh,12445
BassAssassin,666
jletts,12938
EVLguy,2459
MikePenn,4896
magget,14087
GimmeAles,2945
RevDru,5963
EmilNoldSinclair,2533
uncle8gil,18198
cjhofelt,9916
JupiterJesus,4038
BeatBama,710
ellisdee97,11164
Soaker,6603
mwolfe,15002
Tesno,7013
OSUbrewman,5327
Steimes,6725
MVassar,4610
capnbobby,9582
bigdaddybrewery,8884
KevPet84,4180
fox227,11497
BusyNinja,1447
boulevard2,9184
joeament,13016
thagens,17688
devildog1633310,10589
PintOfNoReturn,5642
jlmjl,12943
bcgantz,8523
ITK4ever,3507
juju341,13284
paulfear,15595
badturtle,8413
AJPainter,164
comat0se,10040
TreeTopFlyer,7334
skynxnex,16991
deciding39,10526
unknownlamer,18219
ejames,11130
jcoolgroove,12693
brndwn,9355
MarineHokie,4708
boatyard,9100
haggis,11983
matthewduffin,14256
pgroove,15698
nathanho,15064
psbmumbles,15925
WTexas,7584
bunn4funn,9467
DoubleOught,2300
BrewRunner,1276
ChrisA,1710
alemakesmestrong,8054
jungleboof,13292
blakelive784,9021
OysterMonkey,5434
habanero,11976
theProf,17713
Somrakj,6619
Scheity,6302
goonster,11812
shalowlou,16804
beercollector,8622
cfergusn,9713
mrfosters,14867
hammerhead,11997
maccroz,14047
gratefuld,11856
Extrajoker00,2611
Terrasco,7010
wimpasaurus,18521
Disclosednot,2222
odeed,15371
goldennectar,11791
Starpuppy,6710
FFudnam,2624
32hoss32,68
Chsyhkr,1730
beerman599,8692
mrpicklerelish,14888
KingSlender,4220
Smeagol,6576
BEERBOY13323,536
CrashWorship,1869
ilovesudz,12380
dweideman,11019
leeenglewood,13822
jermar,12792
soilguy,17123
ellman,11165
EmoBeerGuy,2534
benoit,8784
greebz,11869
bk3nj,8989
Kerin,4176
mrjimcat,14875
powoo19,15896
astrobrewer,8306
SeaOfShells,6351
DreamInOrange,2340
ely2000k,11174
FLOglida,2630
tcampbel1,17601
TheGarvenator,7092
r3o,16013
atomicbeer,8319
iamsemigloss,12318
Messiahbolical,4837
thenewflesh,17780
dalimsta,10305
NiceTaps,5221
TheMadJack,7125
Brownshoe,1364
Stoutman88,6787
canuckns,9577
MinnesotaRIS,4922
adamhimself,7907
BabySnakes,589
BigHeavy,999
SteveoNY,6746
dlmccabe1,10718
JaYsOuL,3724
mkorpal,14698
fallopia,11324
degochapa,10545
plusorminus,15821
Blueribbon666,1121
sbauer,16589
Northjames,5284
sinkfloridasink,16921
animortician,8201
Lacesoutcody,4331
CoastieSimon,1789
kevinphish,13503
WhistlingBird,7663
TheDudeBeers,7081
MQ4188,4600
fatmcq,11353
Estocker,2579
joelbb14,13034
bookem,9160
viaingo,18288
superdoopersauce,17460
fourplayed,11494
brunop,9397
chchchchia,9775
Bobby12many,1141
dwarvenfriend,11014
DAVEnHOPS,1944
heartofgold,12058
ccbrewer138,9670
dawatts,10437
lechowski,13814
PossumMunsen31,5722
benyerd,8795
SickPythons,6470
pumptrick,15963
cdmop,9686
chrismg,9864
majesticsock,14100
Rantingfury,5867
jb413,12638
beercat11,8620
MLucky,4588
uhhhaaron,18183
Beasticles,708
chaswisler,9768
itfitz,12497
djhowell,10696
hayes31,12039
SmasNadroj,6574
IAmNinjor,3463
Crazy4LegMoose,1874
wangbruins,18379
Squam256,6679
goatsgo2hell,11770
guyforget,11965
keifffff,13446
jazztoloc,12635
CaptMurdock,1566
pittpenguin,15785
maestrophil,14083
SilentBob2u2,6488
bjacokes,8983
adamparker05,7914
Brutmasta,1378
breakofdawn,9240
BeerBuggy,749
corylew,10083
LAMAGS,4305
Jwren5,4054
slassy,17006
yisseroff,18711
TheHopMonster,7099
beergoot,8648
berliner07,8805
BeersCriteria,883
mc1775,14323
jj311,12891
drouss48,10914
jamex,12569
chadn,9735
bernardus1212,8806
BeastofWotan,709
yankiac,18690
lunchbox704,14017
CBOLAND17,1469
Pooter,5697
KYFriedChildren,4099
TXGenX,6931
HarleyRider,3194
dimitrius,10655
ozzyCobblepot,15515
TheBeerLovesYou,7045
unskinnyhop09,18223
mikedgt,14552
zsk,18823
TheElusiveAlexT,7084
SnacksMcBillings,6587
MrDonQuixote,5025
Ilovesuds,3547
tallpaullbc,17544
HotHabanero,3438
sweetwaterman,17506
Fikash,2687
CharlestonBXFan,1653
davidvaz,10433
afogg0855,7955
nycbeerfreak,15344
Looneybiz,4495
pi5porter,15754
windypete,18523
mrdonno1970,14862
beerdepartment,8627
lucasj82,14002
BourbonDork,1204
kinupanda,13563
HBeezley,3138
avaccani,8352
HoptimusPrimeIPA,3428
AdamF,231
wojoparkcity,18562
rroberts1013,16413
wrb357,18590
thomasdidymus55,17832
sunkistxsudafed,17450
jmjackson6880,12975
LuckyBrewer,4526
DijonKetchup,2208
CaliBeerLover86,1534
Iloverasputin,3546
ModemMisuser,4959
Danimaleatdrums,2063
o19,15350
MadTown1000,4631
allthatAles,8100
glyng,11749
noduckla,15249
ruinsx,16444
xerxes2695,18638
addmorehops,7922
lukeoberm963,14010
guntherhophead,11958
DennisD,2167
EnronCFO,2549
qazelisc,15984
madbrewer9,14062
andrewroush,8173
farlieonfootie,11332
brewgnome,9292
FoodandBrews,2752
fizzy,11431
CMB2012,1497
mac56,14046
Brumbybeerman,1372
funkendunkel,11558
spaced,17173
Brewmuse508,1303
LeMoose,4374
MaxxDaddy,4774
nakedchaplain,15041
BurnInLA,1440
MrMalt27,5044
AnswerInQuestion,399
StRocco,6695
Belpaire,911
wifehatesthebike,18494
Bucknutty24,1405
Ommy,5373
pleasewearpants,15811
Hemi,3250
zappafan99,18769
bpalfrey10,9200
Webby64,7625
GrainDamaged,3031
darthpeepee,10387
FarmerJohnny,2650
cruzncomet,10177
HoosierInOhio,3341
ykncornelius,18712
thebarnesbomb,17718
marshrat63,14191
raynmoon,16093
bsend,9414
RoadLizard,6030
southernbelle09,17162
kjh5040,13577
Dutch0ven,2424
Adam2200,227
chief3fingers,9819
Krieg,4270
Frosthazard,2797
ChrisQ,1721
Mikeyr89,4911
bvburnes,9505
BrewBoone,1258
12NattiBottles,20
Brewtalitea,1318
bag057,8415
ssam,17249
marzen,14202
Jangles,3765
lastnightintown2,13780
brewski101,9318
Parky1,5509
Dusty8807,2423
JBuff41413,3646
poopsey,15865
Dannyb,2071
joehawk333,13025
BoSox5902,1132
Nrod,5293
CptCaveman,1855
rbettis,16099
goatherder,11768
HersheyRhino,3266
Chops,1706
breslaubrewer,9253
NYCBoy212,5152
DMac,1983
irish53b,12455
ubermick,18165
codyw,10020
sdaurio,16710
Lukie,4538
jyeast101,13342
flytyman,11464
Hopilator,3394
FrankZappa,2775
7thstreetbrewery,117
skittlebrau,16973
abedenbaugh,7865
derwayne04,10578
RangerBeecham,5862
Jyubei,4056
Mazeraski,4778
mobbarley1,14748
Kjos29,4232
nattyking,15070
SierraNev4Life,6481
ifixufly,12356
clemsonbrewer,9958
flyingv63,11459
pdeepak,15636
SiriusBock,6517
randallpink,16054
maitiuoceallaigh,14099
dalepryor,10301
Beercub,854
crazybrody06,10143
bcgoldtoe,8524
lazyloser,13797
Leebo2007,4382
Slar211,6554
Tomas77,7285
DrWho,2330
hoffan1939,12143
xtremejammn,18665
StoutmanMiller,6788
aravenel,8248
TonyC,7297
CFbeermaker,1482
matsputis,14233
vitalnj,18316
adpietsc,7930
TGCleric,6888
Eirerate,2494
nschueller,15316
Lightbearer2012,4433
tjsmith910,17913
surcorx,17473
paulisme,15599
skabbo,16952
beer4jesus,8592
RobertDwight,6041
TheSpeakeasy,7162
rockytop,16348
isaac,12475
Barkeep101,636
tempo013,17648
hermesch,12093
Breadvan19,1245
PollardsVision,5687
gatorguy,11620
davewade44,10411
BrewDoctor,1262
BoozySmurf,1186
escapements,11244
JBStith,3642
seedee17,16744
slargthorb,17004
ArcTeryx,420
uabigdaz,18157
mets1986,14456
PuckLSHS,5765
pibbxtrasucks,15755
gigem2423,11722
doktorhops,10771
Belekinbeer,901
Daementia,2023
Roguester,6066
sammy44,16543
toadstooltodd,17945
garp,11608
mark5032,14167
MurphyKieran,5100
chargerfanjess,9752
clef,9956
xybreeder,18674
Brauluver,1238
TroughLolly,7367
teknowaffle,17643
knucks999,13622
OremLK,5404
TempeBeerMan,6997
hopfacebrew,12186
jjkatter,12903
scottysgarage,16683
stevegamburg,17332
bighoppymonster,8905
shand1,16812
mcnut,14359
ChefSchipull,1677
ryanpday,16494
lokicat444,13946
bostonbrew,9179
chscjo84,9879
thechaacster,17731
Tim460,7242
lazy8,13795
ericsdawson,11225
roggichiwa,16362
nfo,15148
RedLion,5920
TheKegerator,7109
matdot,14228
RobertFL,6042
chesterc87,9802
SkullFission,6548
Illini5596,3542
BruceBeerman,1367
Juggernaut,4027
shaunb81,16822
lookitsmp,13958
Silentmalaise,6491
EvilFlyingCow,2593
davewrona,10413
Smithson49er,6578
PigSkinFilms,5633
Thrymfal,7227
jdub24,12735
chriscolby,9852
chrishickman,9857
LiquidBreadMan,4451
drinkofczars,10894
Delirium,2159
Krunchky,4278
BrewskiLaw,1314
mmthompson33,14730
fatdog,11349
cocogan,10013
cole2,10028
MadMike80,4630
RonnieBear,6085
bigdave11,8887
DrScotch,2327
dragonclan15,10853
dunit697,10989
zachary37,18754
wrcraigl,18591
Cymru7,1940
Wamesit,7607
valdesd1,18249
forsakenpariah,11485
zpeid,18818
biteme398,8975
BeerMusketeer,808
aficionado224,7950
BFrost,541
Raebies,5840
RobertColianni,6040
iskivolkl,12480
spacechimo155,17171
wvu9787,18615
Boozeisfood,1185
gilman,11726
mentz99,14440
dopehousex3,10802
TheAlamoWrocker,7034
BBMuffins,522
CajunCavern,1530
89Vision,124
thasnazzle,17695
Bravo4,1240
mash4077,14206
gracebeliever,11841
NuggetNectar22,5302
awinkro,8371
CSAsylum,1513
voteforgoat,18335
wesclaypool,18449
Beerocrat69,874
ckimchi,9928
legatovibrato24,13828
GaryKing28,2885
hunthearin,12280
soco7tyx7,17115
Dorian,2292
nickapalooza86,15172
RoryDoherty,6091
CRichardsMN,1509
DrDoitchbig,2316
jpeterman,13166
Herodotus,3258
BrewitYerself,1295
Keblar,4141
Malt,4667
tedho21,17628
chetripley,9804
lfrouse,13865
techtatu,17626
MattyDonny,4762
crzyc,10180
qpHalcy0n,15990
drums4matt,10934
Brencr,1247
GweedoeBRew,3132
wrayjustin,18589
joehop67,13027
SmokeMonkey,6582
quinlin,16005
Beefeater57,719
N8TheGreat,5118
FSUBrad,2636
remmyreel,16176
brfbeerdrinker,9331
ErlendA,2564
blackheartbilly,9010
daryk77,10389
UPtheHAMMERS,7432
enemyisyou,11197
Splunny,6670
biergut,8858
jokeefe80,13097
bovinecrusader,9188
SuperWhite92,6833
zuffenhausen,18828
IlIlIllIlIllIlIl,3539
Zaccone,7797
VTbeerbroad,7485
Arnie2709,444
nowaydude,15298
fakedelight,11319
PappinAce,5506
wonderbread23,18572
DanielDanza,2059
david370,10421
pielager,15756
after5,7961
omahawk,15420
mcbSTL,14333
chas1326,9765
mca47,14325
lucasbm,14001
lancecenter,13756
idurra,12355
sonicstylee,17134
SFBeerGuy,6188
inathought,12407
NHbrewer,5134
americanbeerbuzz,8135
kellywilson50,13459
Icehouse57,3519
Masterson,4737
jdizzel,12720
IPAs4lyfe,3501
broozer81,9370
mmcary,14717
robclark19,16320
AllHatDavidson,328
lwillitz,14031
onefalsemove711,15436
DogfishJoe,2257
Arnone10,445
REDBIKE22,5810
tubeboy,18096
travipa,18016
crunkchiggin2002,10173
SirChugsAlot,6507
herbalist,12089
IceHog,3517
Cummins9110,1925
boneboy,9149
Adouble,243
HalenRush,3164
dohastmich,10767
mcaulifww,14331
Bobheed,1146
miadw3,14502
SlyFox21,6568
tosshin,17991
APNumber3,175
TeutonicKnight,7016
Nizinski,5253
pdxwhisky,15644
jrw5061,13209
Cavalier92,1608
Shannon,6421
mnovacanes,14742
nubz77,15325
kwill,13716
Jeplacek,3837
BeerGuy1986,775
xxHelderxx,18671
Mattysox,4765
barleywineman,8465
berkeley,8802
Kaie,4105
trevormiller,18041
Indulgence,3569
JoshuaCain,4009
jhughb,12853
ibrewaletx,12332
fandgale,11326
jbmorch,12657
SkurvvyPirate,6551
IrishEyes32250,3603
Dohdaman,2263
goom,11811
falcozappa,11323
quisatzhaderach,16008
xmorgan,18648
BigDoug,993
AndersonGT,372
cobrarax,10010
Mario61Aler,4709
CaseyR22,1599
Clownpants,1779
Whitley,7672
baldben,8428
Clembo1957,1772
London1985,4485
hophopandaway,12199
